Frequency;Channel A;Channel B
(ms);(V);(V)

-30.51512429;2.94290000;0.61220130
-30.49464429;2.94290000;0.61220130
-30.47416429;2.94290000;0.61220130
-30.45368429;3.03109800;0.61220130
-30.43320429;2.94290000;0.61220130
-30.41272429;2.94290000;0.70101020
-30.39224429;3.03109800;0.61220130
-30.37176429;2.94290000;0.70101020
-30.35128429;3.03109800;0.70101020
-30.33080429;3.03109800;0.61220130
-30.31032429;3.03109800;0.70101020
-30.28984429;3.03109800;0.70101020
-30.26936429;3.03109800;0.70101020
-30.24888429;2.94290000;0.61220130
-30.22840429;3.03109800;0.70101020
-30.20792429;3.03109800;0.61220130
-30.18744429;3.03109800;0.61220130
-30.16696429;3.03109800;0.70101020
-30.14648429;3.03109800;0.70101020
-30.12600429;3.03109800;0.61220130
-30.10552429;3.03109800;0.61220130
-30.08504429;3.03109800;0.61220130
-30.06456429;3.03109800;0.61220130
-30.04408429;3.03109800;0.61220130
-30.02360429;3.03109800;0.61220130
-30.00312429;3.03109800;0.61220130
-29.98264429;3.03109800;0.61220130
-29.96216429;3.03109800;0.61220130
-29.94168429;3.03109800;0.70101020
-29.92120429;3.03109800;0.61220130
-29.90072429;3.03109800;0.70101020
-29.88024429;3.03109800;0.61220130
-29.85976429;3.03109800;0.61220130
-29.83928429;3.03109800;0.61220130
-29.81880429;3.03109800;0.70101020
-29.79832429;3.03109800;0.70101020
-29.77784429;3.03109800;0.61220130
-29.75736429;3.03109800;0.61220130
-29.73688429;3.03109800;0.61220130
-29.71640429;3.03109800;0.70101020
-29.69592429;3.11929700;0.61220130
-29.67544429;3.03109800;0.70101020
-29.65496429;3.03109800;0.61220130
-29.63448429;3.03109800;0.61220130
-29.61400429;3.03109800;0.70101020
-29.59352429;3.03109800;0.70101020
-29.57304429;3.03109800;0.61220130
-29.55256429;3.03109800;0.61220130
-29.53208429;3.11929700;0.70101020
-29.51160429;3.11929700;0.70101020
-29.49112429;3.03109800;0.70101020
-29.47064429;3.03109800;0.70101020
-29.45016429;3.11929700;0.70101020
-29.42968429;3.11929700;0.70101020
-29.40920430;3.03109800;0.70101020
-29.38872430;3.11929700;0.70101020
-29.36824430;3.11929700;0.70101020
-29.34776430;3.11929700;0.70101020
-29.32728430;3.03109800;0.70101020
-29.30680430;3.11929700;0.70101020
-29.28632430;3.11929700;0.70101020
-29.26584430;3.11929700;0.70101020
-29.24536430;3.11929700;0.70101020
-29.22488430;3.11929700;0.70101020
-29.20440430;3.11929700;0.70101020
-29.18392430;3.11929700;0.70101020
-29.16344430;3.11929700;0.70101020
-29.14296430;3.11929700;0.70101020
-29.12248430;3.11929700;0.70101020
-29.10200430;3.11929700;0.70101020
-29.08152430;3.11929700;0.70101020
-29.06104430;3.11929700;0.70101020
-29.04056430;3.11929700;0.70101020
-29.02008430;3.11929700;0.78951380
-28.99960430;3.11929700;0.78951380
-28.97912430;3.11929700;0.78951380
-28.95864430;3.11929700;0.78951380
-28.93816430;3.11929700;0.78951380
-28.91768430;3.11929700;0.87832270
-28.89720430;3.11929700;0.78951380
-28.87672430;3.11929700;0.78951380
-28.85624430;3.11929700;0.78951380
-28.83576430;3.11929700;0.78951380
-28.81528430;3.11929700;0.78951380
-28.79480430;3.11929700;0.78951380
-28.77432430;3.11929700;0.87832270
-28.75384430;3.11929700;0.87832270
-28.73336430;3.11929700;0.87832270
-28.71288430;3.11929700;0.87832270
-28.69240430;3.11929700;0.87832270
-28.67192430;3.11929700;0.87832270
-28.65144430;3.11929700;0.87832270
-28.63096430;3.11929700;0.87832270
-28.61048430;3.11929700;0.96713160
-28.59000430;3.11929700;0.87832270
-28.56952430;3.11929700;0.96713160
-28.54904430;3.11929700;0.96713160
-28.52856430;3.11929700;0.96713160
-28.50808430;3.11929700;0.96713160
-28.48760430;3.11929700;1.05563500
-28.46712430;3.11929700;0.96713160
-28.44664430;3.11929700;1.05563500
-28.42616430;3.11929700;1.05563500
-28.40568430;3.11929700;1.05563500
-28.38520430;3.11929700;1.05563500
-28.36472430;3.11929700;1.05563500
-28.34424430;3.20719000;1.05563500
-28.32376430;3.11929700;1.05563500
-28.30328430;3.11929700;1.05563500
-28.28280430;3.11929700;1.05563500
-28.26232430;3.20719000;1.05563500
-28.24184430;3.20719000;1.14444400
-28.22136430;3.20719000;1.14444400
-28.20088430;3.20719000;1.14444400
-28.18040430;3.20719000;1.14444400
-28.15992430;3.11929700;1.14444400
-28.13944430;3.20719000;1.14444400
-28.11896430;3.20719000;1.14444400
-28.09848430;3.11929700;1.14444400
-28.07800430;3.20719000;1.23325300
-28.05752430;3.20719000;1.23325300
-28.03704430;3.20719000;1.14444400
-28.01656430;3.20719000;1.23325300
-27.99608430;3.20719000;1.23325300
-27.97560430;3.20719000;1.23325300
-27.95512430;3.20719000;1.23325300
-27.93464430;3.20719000;1.23325300
-27.91416430;3.20719000;1.23325300
-27.89368430;3.20719000;1.23325300
-27.87320430;3.20719000;1.23325300
-27.85272430;3.20719000;1.23325300
-27.83224430;3.20719000;1.23325300
-27.81176430;3.20719000;1.23325300
-27.79128430;3.20719000;1.23325300
-27.77080430;3.20719000;1.32175700
-27.75032431;3.20719000;1.41056500
-27.72984431;3.20719000;1.32175700
-27.70936431;3.20719000;1.32175700
-27.68888431;3.20719000;1.32175700
-27.66840431;3.20719000;1.32175700
-27.64792431;3.20719000;1.41056500
-27.62744431;3.29538900;1.41056500
-27.60696431;3.20719000;1.41056500
-27.58648431;3.29538900;1.41056500
-27.56600431;3.20719000;1.41056500
-27.54552431;3.20719000;1.41056500
-27.52504431;3.20719000;1.41056500
-27.50456431;3.29538900;1.41056500
-27.48408431;3.20719000;1.41056500
-27.46360431;3.29538900;1.41056500
-27.44312431;3.29538900;1.41056500
-27.42264431;3.29538900;1.41056500
-27.40216431;3.29538900;1.41056500
-27.38168431;3.29538900;1.49937400
-27.36120431;3.20719000;1.41056500
-27.34072431;3.20719000;1.41056500
-27.32024431;3.29538900;1.49937400
-27.29976431;3.29538900;1.49937400
-27.27928431;3.29538900;1.41056500
-27.25880431;3.29538900;1.49937400
-27.23832431;3.29538900;1.41056500
-27.21784431;3.29538900;1.41056500
-27.19736431;3.29538900;1.49937400
-27.17688431;3.29538900;1.41056500
-27.15640431;3.29538900;1.49937400
-27.13592431;3.29538900;1.49937400
-27.11544431;3.29538900;1.41056500
-27.09496431;3.29538900;1.49937400
-27.07448431;3.29538900;1.41056500
-27.05400431;3.29538900;1.49937400
-27.03352431;3.29538900;1.49937400
-27.01304431;3.38358700;1.41056500
-26.99256431;3.38358700;1.41056500
-26.97208431;3.38358700;1.41056500
-26.95160431;3.29538900;1.41056500
-26.93112431;3.29538900;1.41056500
-26.91064431;3.29538900;1.49937400
-26.89016431;3.29538900;1.49937400
-26.86968431;3.29538900;1.49937400
-26.84920431;3.38358700;1.49937400
-26.82872431;3.29538900;1.49937400
-26.80824431;3.38358700;1.49937400
-26.78776431;3.38358700;1.49937400
-26.76728431;3.29538900;1.49937400
-26.74680431;3.29538900;1.49937400
-26.72632431;3.29538900;1.49937400
-26.70584431;3.38358700;1.49937400
-26.68536431;3.38358700;1.49937400
-26.66488431;3.38358700;1.49937400
-26.64440431;3.38358700;1.49937400
-26.62392431;3.29538900;1.49937400
-26.60344431;3.38358700;1.49937400
-26.58296431;3.38358700;1.49937400
-26.56248431;3.38358700;1.49937400
-26.54200431;3.38358700;1.49937400
-26.52152431;3.38358700;1.49937400
-26.50104431;3.38358700;1.41056500
-26.48056431;3.38358700;1.49937400
-26.46008431;3.29538900;1.41056500
-26.43960431;3.38358700;1.49937400
-26.41912431;3.38358700;1.49937400
-26.39864431;3.38358700;1.41056500
-26.37816431;3.38358700;1.49937400
-26.35768431;3.38358700;1.49937400
-26.33720431;3.38358700;1.41056500
-26.31672431;3.38358700;1.49937400
-26.29624431;3.38358700;1.41056500
-26.27576431;3.38358700;1.41056500
-26.25528431;3.38358700;1.49937400
-26.23480431;3.38358700;1.41056500
-26.21432431;3.38358700;1.41056500
-26.19384431;3.38358700;1.41056500
-26.17336431;3.47178600;1.41056500
-26.15288431;3.38358700;1.41056500
-26.13240431;3.38358700;1.41056500
-26.11192432;3.38358700;1.41056500
-26.09144432;3.38358700;1.49937400
-26.07096432;3.38358700;1.41056500
-26.05048432;3.38358700;1.41056500
-26.03000432;3.38358700;1.49937400
-26.00952432;3.38358700;1.41056500
-25.98904432;3.38358700;1.41056500
-25.96856432;3.38358700;1.41056500
-25.94808432;3.47178600;1.41056500
-25.92760432;3.38358700;1.41056500
-25.90712432;3.47178600;1.41056500
-25.88664432;3.38358700;1.41056500
-25.86616432;3.38358700;1.41056500
-25.84568432;3.47178600;1.41056500
-25.82520432;3.38358700;1.41056500
-25.80472432;3.47178600;1.41056500
-25.78424432;3.47178600;1.41056500
-25.76376432;3.38358700;1.41056500
-25.74328432;3.38358700;1.41056500
-25.72280432;3.47178600;1.41056500
-25.70232432;3.38358700;1.41056500
-25.68184432;3.47178600;1.41056500
-25.66136432;3.47178600;1.41056500
-25.64088432;3.47178600;1.41056500
-25.62040432;3.47178600;1.41056500
-25.59992432;3.47178600;1.41056500
-25.57944432;3.47178600;1.32175700
-25.55896432;3.47178600;1.41056500
-25.53848432;3.47178600;1.41056500
-25.51800432;3.47178600;1.32175700
-25.49752432;3.47178600;1.41056500
-25.47704432;3.47178600;1.32175700
-25.45656432;3.47178600;1.32175700
-25.43608432;3.47178600;1.32175700
-25.41560432;3.47178600;1.32175700
-25.39512432;3.47178600;1.32175700
-25.37464432;3.47178600;1.32175700
-25.35416432;3.47178600;1.32175700
-25.33368432;3.47178600;1.32175700
-25.31320432;3.47178600;1.32175700
-25.29272432;3.47178600;1.32175700
-25.27224432;3.47178600;1.32175700
-25.25176432;3.47178600;1.32175700
-25.23128432;3.47178600;1.32175700
-25.21080432;3.47178600;1.32175700
-25.19032432;3.47178600;1.23325300
-25.16984432;3.47178600;1.32175700
-25.14936432;3.47178600;1.32175700
-25.12888432;3.47178600;1.32175700
-25.10840432;3.47178600;1.32175700
-25.08792432;3.47178600;1.32175700
-25.06744432;3.47178600;1.32175700
-25.04696432;3.47178600;1.32175700
-25.02648432;3.47178600;1.32175700
-25.00600432;3.47178600;1.32175700
-24.98552432;3.47178600;1.23325300
-24.96504432;3.47178600;1.32175700
-24.94456432;3.47178600;1.32175700
-24.92408432;3.47178600;1.23325300
-24.90360432;3.47178600;1.32175700
-24.88312432;3.47178600;1.32175700
-24.86264432;3.47178600;1.32175700
-24.84216432;3.47178600;1.32175700
-24.82168432;3.47178600;1.23325300
-24.80120432;3.55998400;1.23325300
-24.78072432;3.47178600;1.32175700
-24.76024432;3.47178600;1.23325300
-24.73976432;3.47178600;1.23325300
-24.71928432;3.47178600;1.32175700
-24.69880432;3.47178600;1.32175700
-24.67832432;3.47178600;1.32175700
-24.65784432;3.47178600;1.23325300
-24.63736432;3.47178600;1.32175700
-24.61688432;3.47178600;1.32175700
-24.59640432;3.47178600;1.23325300
-24.57592432;3.47178600;1.23325300
-24.55544432;3.55998400;1.23325300
-24.53496432;3.47178600;1.32175700
-24.51448432;3.47178600;1.23325300
-24.49400432;3.47178600;1.32175700
-24.47352433;3.47178600;1.32175700
-24.45304433;3.55998400;1.32175700
-24.43256433;3.55998400;1.23325300
-24.41208433;3.47178600;1.23325300
-24.39160433;3.47178600;1.23325300
-24.37112433;3.47178600;1.32175700
-24.35064433;3.55998400;1.32175700
-24.33016433;3.47178600;1.32175700
-24.30968433;3.55998400;1.32175700
-24.28920433;3.55998400;1.32175700
-24.26872433;3.55998400;1.32175700
-24.24824433;3.55998400;1.32175700
-24.22776433;3.55998400;1.32175700
-24.20728433;3.55998400;1.41056500
-24.18680433;3.55998400;1.41056500
-24.16632433;3.55998400;1.41056500
-24.14584433;3.55998400;1.41056500
-24.12536433;3.55998400;1.41056500
-24.10488433;3.55998400;1.41056500
-24.08440433;3.55998400;1.41056500
-24.06392433;3.55998400;1.41056500
-24.04344433;3.55998400;1.41056500
-24.02296433;3.55998400;1.41056500
-24.00248433;3.55998400;1.49937400
-23.98200433;3.64818300;1.49937400
-23.96152433;3.55998400;1.49937400
-23.94104433;3.55998400;1.49937400
-23.92056433;3.55998400;1.49937400
-23.90008433;3.64818300;1.49937400
-23.87960433;3.55998400;1.58818300
-23.85912433;3.64818300;1.58818300
-23.83864433;3.64818300;1.58818300
-23.81816433;3.55998400;1.58818300
-23.79768433;3.55998400;1.58818300
-23.77720433;3.64818300;1.58818300
-23.75672433;3.64818300;1.58818300
-23.73624433;3.64818300;1.58818300
-23.71576433;3.64818300;1.58818300
-23.69528433;3.64818300;1.58818300
-23.67480433;3.64818300;1.67668700
-23.65432433;3.55998400;1.67668700
-23.63384433;3.64818300;1.67668700
-23.61336433;3.64818300;1.76549600
-23.59288433;3.64818300;1.67668700
-23.57240433;3.64818300;1.67668700
-23.55192433;3.64818300;1.76549600
-23.53144433;3.64818300;1.76549600
-23.51096433;3.64818300;1.76549600
-23.49048433;3.64818300;1.76549600
-23.47000433;3.64818300;1.76549600
-23.44952433;3.64818300;1.85430500
-23.42904433;3.64818300;1.85430500
-23.40856433;3.64818300;1.85430500
-23.38808433;3.64818300;1.85430500
-23.36760433;3.64818300;1.94280800
-23.34712433;3.64818300;1.85430500
-23.32664433;3.64818300;1.94280800
-23.30616433;3.64818300;1.94280800
-23.28568433;3.64818300;1.94280800
-23.26520433;3.64818300;1.94280800
-23.24472433;3.64818300;1.94280800
-23.22424433;3.64818300;1.94280800
-23.20376433;3.64818300;1.94280800
-23.18328433;3.73638100;2.03161700
-23.16280433;3.64818300;2.12042600
-23.14232433;3.64818300;2.03161700
-23.12184433;3.64818300;2.03161700
-23.10136433;3.73638100;2.12042600
-23.08088433;3.73638100;2.12042600
-23.06040433;3.64818300;2.12042600
-23.03992433;3.73638100;2.12042600
-23.01944433;3.64818300;2.12042600
-22.99896433;3.73638100;2.12042600
-22.97848433;3.64818300;2.20893000
-22.95800433;3.64818300;2.12042600
-22.93752433;3.64818300;2.29773900
-22.91704433;3.73638100;2.20893000
-22.89656433;3.73638100;2.29773900
-22.87608433;3.64818300;2.29773900
-22.85560433;3.73638100;2.29773900
-22.83512433;3.73638100;2.29773900
-22.81464434;3.73638100;2.29773900
-22.79416434;3.73638100;2.29773900
-22.77368434;3.73638100;2.29773900
-22.75320434;3.73638100;2.29773900
-22.73272434;3.73638100;2.29773900
-22.71224434;3.73638100;2.29773900
-22.69176434;3.73638100;2.29773900
-22.67128434;3.73638100;2.29773900
-22.65080434;3.64818300;2.29773900
-22.63032434;3.73638100;2.38654700
-22.60984434;3.73638100;2.29773900
-22.58936434;3.73638100;2.38654700
-22.56888434;3.73638100;2.38654700
-22.54840434;3.73638100;2.38654700
-22.52792434;3.73638100;2.47505100
-22.50744434;3.73638100;2.38654700
-22.48696434;3.73638100;2.47505100
-22.46648434;3.73638100;2.47505100
-22.44600434;3.73638100;2.47505100
-22.42552434;3.73638100;2.47505100
-22.40504434;3.73638100;2.47505100
-22.38456434;3.73638100;2.47505100
-22.36408434;3.73638100;2.47505100
-22.34360434;3.73638100;2.47505100
-22.32312434;3.73638100;2.47505100
-22.30264434;3.73638100;2.47505100
-22.28216434;3.73638100;2.47505100
-22.26168434;3.73638100;2.47505100
-22.24120434;3.73638100;2.47505100
-22.22072434;3.82458000;2.47505100
-22.20024434;3.73638100;2.47505100
-22.17976434;3.73638100;2.47505100
-22.15928434;3.73638100;2.47505100
-22.13880434;3.82458000;2.47505100
-22.11832434;3.73638100;2.47505100
-22.09784434;3.73638100;2.47505100
-22.07736434;3.82458000;2.47505100
-22.05688434;3.82458000;2.47505100
-22.03640434;3.82458000;2.47505100
-22.01592434;3.73638100;2.47505100
-21.99544434;3.82458000;2.47505100
-21.97496434;3.82458000;2.47505100
-21.95448434;3.82458000;2.47505100
-21.93400434;3.73638100;2.47505100
-21.91352434;3.82458000;2.47505100
-21.89304434;3.82458000;2.47505100
-21.87256434;3.82458000;2.47505100
-21.85208434;3.82458000;2.47505100
-21.83160434;3.82458000;2.56386000
-21.81112434;3.82458000;2.47505100
-21.79064434;3.82458000;2.47505100
-21.77016434;3.82458000;2.47505100
-21.74968434;3.82458000;2.47505100
-21.72920434;3.82458000;2.47505100
-21.70872434;3.82458000;2.47505100
-21.68824434;3.82458000;2.47505100
-21.66776434;3.82458000;2.47505100
-21.64728434;3.82458000;2.47505100
-21.62680434;3.82458000;2.47505100
-21.60632434;3.82458000;2.47505100
-21.58584434;3.82458000;2.47505100
-21.56536434;3.82458000;2.47505100
-21.54488434;3.82458000;2.47505100
-21.52440434;3.82458000;2.47505100
-21.50392434;3.82458000;2.47505100
-21.48344434;3.82458000;2.47505100
-21.46296434;3.82458000;2.38654700
-21.44248434;3.82458000;2.38654700
-21.42200434;3.82458000;2.38654700
-21.40152434;3.82458000;2.38654700
-21.38104434;3.82458000;2.38654700
-21.36056434;3.82458000;2.38654700
-21.34008434;3.82458000;2.29773900
-21.31960434;3.82458000;2.38654700
-21.29912434;3.82458000;2.38654700
-21.27864434;3.82458000;2.29773900
-21.25816434;3.82458000;2.29773900
-21.23768434;3.82458000;2.29773900
-21.21720434;3.82458000;2.29773900
-21.19672434;3.82458000;2.29773900
-21.17624435;3.82458000;2.29773900
-21.15576435;3.82458000;2.29773900
-21.13528435;3.82458000;2.29773900
-21.11480435;3.82458000;2.29773900
-21.09432435;3.82458000;2.29773900
-21.07384435;3.82458000;2.29773900
-21.05336435;3.82458000;2.29773900
-21.03288435;3.82458000;2.29773900
-21.01240435;3.82458000;2.29773900
-20.99192435;3.82458000;2.29773900
-20.97144435;3.82458000;2.29773900
-20.95096435;3.82458000;2.20893000
-20.93048435;3.91247300;2.20893000
-20.91000435;3.82458000;2.20893000
-20.88952435;3.82458000;2.20893000
-20.86904435;3.91247300;2.12042600
-20.84856435;3.82458000;2.12042600
-20.82808435;3.82458000;2.20893000
-20.80760435;3.91247300;2.12042600
-20.78712435;3.82458000;2.12042600
-20.76664435;3.91247300;2.12042600
-20.74616435;3.82458000;2.12042600
-20.72568435;3.91247300;2.12042600
-20.70520435;3.82458000;2.12042600
-20.68472435;3.82458000;2.12042600
-20.66424435;3.91247300;2.12042600
-20.64376435;3.82458000;2.12042600
-20.62328435;3.91247300;2.12042600
-20.60280435;3.91247300;2.12042600
-20.58232435;3.82458000;2.12042600
-20.56184435;3.91247300;2.12042600
-20.54136435;3.91247300;2.12042600
-20.52088435;3.91247300;2.12042600
-20.50040435;3.91247300;2.12042600
-20.47992435;3.91247300;2.12042600
-20.45944435;4.00067100;2.03161700
-20.43896435;3.82458000;2.03161700
-20.41848435;3.82458000;2.03161700
-20.39800435;4.00067100;2.03161700
-20.37752435;3.91247300;2.03161700
-20.35704435;3.91247300;2.03161700
-20.33656435;4.00067100;1.94280800
-20.31608435;4.00067100;1.94280800
-20.29560435;3.91247300;1.94280800
-20.27512435;4.00067100;2.03161700
-20.25464435;4.00067100;1.94280800
-20.23416435;4.00067100;1.94280800
-20.21368435;3.91247300;2.03161700
-20.19320435;4.00067100;1.94280800
-20.17272435;4.00067100;1.94280800
-20.15224435;4.00067100;1.94280800
-20.13176435;4.00067100;1.94280800
-20.11128435;4.00067100;1.94280800
-20.09080435;4.00067100;1.94280800
-20.07032435;4.00067100;1.94280800
-20.04984435;4.00067100;1.94280800
-20.02936435;4.00067100;1.94280800
-20.00888435;4.00067100;1.94280800
-19.98840435;4.00067100;1.94280800
-19.96792435;4.00067100;1.94280800
-19.94744435;4.00067100;1.94280800
-19.92696435;4.00067100;1.85430500
-19.90648435;4.00067100;1.94280800
-19.88600435;4.00067100;1.94280800
-19.86552435;4.00067100;1.94280800
-19.84504435;4.00067100;1.94280800
-19.82456435;4.00067100;1.94280800
-19.80408435;4.00067100;1.94280800
-19.78360435;4.00067100;1.85430500
-19.76312435;4.00067100;1.85430500
-19.74264435;4.00067100;1.85430500
-19.72216435;4.08887000;1.85430500
-19.70168435;4.00067100;1.85430500
-19.68120435;4.00067100;1.85430500
-19.66072435;4.08887000;1.94280800
-19.64024435;4.00067100;1.85430500
-19.61976435;4.00067100;1.94280800
-19.59928435;4.00067100;1.85430500
-19.57880435;4.08887000;1.94280800
-19.55832435;4.00067100;1.85430500
-19.53784435;4.08887000;1.94280800
-19.51736436;4.00067100;1.94280800
-19.49688436;4.08887000;1.94280800
-19.47640436;4.00067100;1.94280800
-19.45592436;4.08887000;1.85430500
-19.43544436;4.00067100;1.94280800
-19.41496436;4.08887000;1.94280800
-19.39448436;4.08887000;1.94280800
-19.37400436;4.08887000;1.94280800
-19.35352436;4.08887000;1.94280800
-19.33304436;4.08887000;1.94280800
-19.31256436;4.08887000;1.94280800
-19.29208436;4.08887000;1.94280800
-19.27160436;4.08887000;1.94280800
-19.25112436;4.08887000;1.94280800
-19.23064436;4.08887000;1.94280800
-19.21016436;4.08887000;1.94280800
-19.18968436;4.08887000;2.03161700
-19.16920436;4.08887000;2.03161700
-19.14872436;4.08887000;2.03161700
-19.12824436;4.08887000;1.94280800
-19.10776436;4.08887000;2.03161700
-19.08728436;4.08887000;2.12042600
-19.06680436;4.08887000;2.12042600
-19.04632436;4.08887000;2.12042600
-19.02584436;4.08887000;2.12042600
-19.00536436;4.08887000;2.12042600
-18.98488436;4.08887000;2.12042600
-18.96440436;4.08887000;2.12042600
-18.94392436;4.08887000;2.12042600
-18.92344436;4.08887000;2.20893000
-18.90296436;4.08887000;2.29773900
-18.88248436;4.08887000;2.29773900
-18.86200436;4.08887000;2.29773900
-18.84152436;4.08887000;2.29773900
-18.82104436;4.08887000;2.29773900
-18.80056436;4.08887000;2.29773900
-18.78008436;4.08887000;2.29773900
-18.75960436;4.08887000;2.38654700
-18.73912436;4.08887000;2.38654700
-18.71864436;4.08887000;2.38654700
-18.69816436;4.08887000;2.47505100
-18.67768436;4.08887000;2.47505100
-18.65720436;4.17706800;2.47505100
-18.63672436;4.08887000;2.47505100
-18.61624436;4.08887000;2.56386000
-18.59576436;4.08887000;2.56386000
-18.57528436;4.17706800;2.56386000
-18.55480436;4.08887000;2.56386000
-18.53432436;4.08887000;2.56386000
-18.51384436;4.17706800;2.65266900
-18.49336436;4.17706800;2.65266900
-18.47288436;4.17706800;2.65266900
-18.45240436;4.17706800;2.74117300
-18.43192436;4.08887000;2.74117300
-18.41144436;4.17706800;2.74117300
-18.39096436;4.08887000;2.82998100
-18.37048436;4.17706800;2.82998100
-18.35000436;4.17706800;2.82998100
-18.32952436;4.17706800;2.82998100
-18.30904436;4.17706800;2.82998100
-18.28856436;4.17706800;2.91879000
-18.26808436;4.17706800;2.91879000
-18.24760436;4.17706800;3.00759900
-18.22712436;4.17706800;3.00759900
-18.20664436;4.17706800;3.00759900
-18.18616436;4.17706800;3.00759900
-18.16568436;4.17706800;3.00759900
-18.14520436;4.17706800;3.09610300
-18.12472436;4.17706800;3.09610300
-18.10424436;4.17706800;3.18491200
-18.08376436;4.17706800;3.18491200
-18.06328436;4.17706800;3.18491200
-18.04280436;4.17706800;3.18491200
-18.02232436;4.17706800;3.18491200
-18.00184436;4.17706800;3.18491200
-17.98136436;4.17706800;3.27372100
-17.96088436;4.17706800;3.27372100
-17.94040436;4.17706800;3.36222400
-17.91992436;4.17706800;3.27372100
-17.89944436;4.17706800;3.36222400
-17.87896437;4.17706800;3.36222400
-17.85848437;4.17706800;3.36222400
-17.83800437;4.17706800;3.36222400
-17.81752437;4.17706800;3.36222400
-17.79704437;4.17706800;3.45103300
-17.77656437;4.17706800;3.45103300
-17.75608437;4.17706800;3.45103300
-17.73560437;4.17706800;3.45103300
-17.71512437;4.17706800;3.53984200
-17.69464437;4.17706800;3.45103300
-17.67416437;4.17706800;3.53984200
-17.65368437;4.17706800;3.53984200
-17.63320437;4.17706800;3.53984200
-17.61272437;4.17706800;3.53984200
-17.59224437;4.17706800;3.53984200
-17.57176437;4.17706800;3.53984200
-17.55128437;4.17706800;3.53984200
-17.53080437;4.17706800;3.53984200
-17.51032437;4.17706800;3.62834500
-17.48984437;4.17706800;3.62834500
-17.46936437;4.26526700;3.62834500
-17.44888437;4.17706800;3.62834500
-17.42840437;4.17706800;3.62834500
-17.40792437;4.17706800;3.62834500
-17.38744437;4.26526700;3.71715500
-17.36696437;4.17706800;3.62834500
-17.34648437;4.17706800;3.62834500
-17.32600437;4.26526700;3.62834500
-17.30552437;4.17706800;3.71715500
-17.28504437;4.26526700;3.62834500
-17.26456437;4.26526700;3.71715500
-17.24408437;4.17706800;3.62834500
-17.22360437;4.17706800;3.71715500
-17.20312437;4.26526700;3.62834500
-17.18264437;4.17706800;3.71715500
-17.16216437;4.17706800;3.71715500
-17.14168437;4.17706800;3.71715500
-17.12120437;4.26526700;3.71715500
-17.10072437;4.26526700;3.71715500
-17.08024437;4.26526700;3.71715500
-17.05976437;4.26526700;3.71715500
-17.03928437;4.26526700;3.71715500
-17.01880437;4.26526700;3.71715500
-16.99832437;4.26526700;3.71715500
-16.97784437;4.26526700;3.71715500
-16.95736437;4.26526700;3.71715500
-16.93688437;4.26526700;3.71715500
-16.91640437;4.26526700;3.71715500
-16.89592437;4.26526700;3.62834500
-16.87544437;4.26526700;3.71715500
-16.85496437;4.26526700;3.62834500
-16.83448437;4.26526700;3.62834500
-16.81400437;4.17706800;3.71715500
-16.79352437;4.26526700;3.62834500
-16.77304437;4.26526700;3.62834500
-16.75256437;4.26526700;3.62834500
-16.73208437;4.26526700;3.62834500
-16.71160437;4.26526700;3.53984200
-16.69112437;4.26526700;3.53984200
-16.67064437;4.26526700;3.53984200
-16.65016437;4.26526700;3.53984200
-16.62968437;4.26526700;3.62834500
-16.60920437;4.35346600;3.53984200
-16.58872437;4.26526700;3.53984200
-16.56824437;4.35346600;3.53984200
-16.54776437;4.26526700;3.53984200
-16.52728437;4.35346600;3.53984200
-16.50680437;4.35346600;3.53984200
-16.48632437;4.35346600;3.53984200
-16.46584437;4.35346600;3.53984200
-16.44536437;4.26526700;3.53984200
-16.42488437;4.35346600;3.53984200
-16.40440437;4.35346600;3.53984200
-16.38392437;4.35346600;3.45103300
-16.36344437;4.35346600;3.45103300
-16.34296437;4.35346600;3.45103300
-16.32248437;4.35346600;3.45103300
-16.30200437;4.35346600;3.45103300
-16.28152437;4.35346600;3.36222400
-16.26104437;4.35346600;3.45103300
-16.24056438;4.26526700;3.36222400
-16.22008438;4.35346600;3.36222400
-16.19960438;4.35346600;3.36222400
-16.17912438;4.35346600;3.36222400
-16.15864438;4.35346600;3.36222400
-16.13816438;4.35346600;3.36222400
-16.11768438;4.35346600;3.36222400
-16.09720438;4.35346600;3.27372100
-16.07672438;4.35346600;3.27372100
-16.05624438;4.35346600;3.27372100
-16.03576438;4.35346600;3.27372100
-16.01528438;4.35346600;3.27372100
-15.99480438;4.35346600;3.27372100
-15.97432438;4.35346600;3.27372100
-15.95384438;4.35346600;3.18491200
-15.93336438;4.35346600;3.18491200
-15.91288438;4.35346600;3.18491200
-15.89240438;4.44166400;3.18491200
-15.87192438;4.35346600;3.18491200
-15.85144438;4.35346600;3.18491200
-15.83096438;4.35346600;3.18491200
-15.81048438;4.35346600;3.18491200
-15.79000438;4.35346600;3.09610300
-15.76952438;4.44166400;3.18491200
-15.74904438;4.35346600;3.09610300
-15.72856438;4.35346600;3.09610300
-15.70808438;4.44166400;3.09610300
-15.68760438;4.35346600;3.09610300
-15.66712438;4.35346600;3.00759900
-15.64664438;4.44166400;3.00759900
-15.62616438;4.44166400;3.00759900
-15.60568438;4.44166400;3.00759900
-15.58520438;4.44166400;3.00759900
-15.56472438;4.44166400;3.00759900
-15.54424438;4.44166400;3.00759900
-15.52376438;4.44166400;3.00759900
-15.50328438;4.35346600;3.00759900
-15.48280438;4.35346600;2.91879000
