Time;Channel A;Channel B
(ms);(V);(V)

-19.96783867;4.00067100;0.96713160
-19.94735867;4.00067100;0.96713160
-19.92687867;4.00067100;1.05563500
-19.90639867;4.00067100;1.05563500
-19.88591867;4.00067100;1.05563500
-19.86543867;4.00067100;1.05563500
-19.84495867;4.00067100;1.05563500
-19.82447867;4.00067100;1.05563500
-19.80399867;4.00067100;1.05563500
-19.78351867;4.00067100;1.05563500
-19.76303867;4.00067100;1.05563500
-19.74255867;4.00067100;1.05563500
-19.72207867;4.08887000;1.05563500
-19.70159867;4.00067100;1.05563500
-19.68111867;4.00067100;1.05563500
-19.66063867;4.00067100;1.05563500
-19.64015867;4.00067100;1.05563500
-19.61967867;4.08887000;1.05563500
-19.59919867;4.00067100;1.14444400
-19.57871867;4.00067100;1.14444400
-19.55823867;4.00067100;1.05563500
-19.53775867;4.00067100;1.14444400
-19.51727867;4.08887000;1.14444400
-19.49679867;4.00067100;1.14444400
-19.47631867;4.00067100;1.14444400
-19.45583867;4.00067100;1.14444400
-19.43535867;4.08887000;1.14444400
-19.41487867;4.08887000;1.23325300
-19.39439867;4.08887000;1.23325300
-19.37391867;4.08887000;1.23325300
-19.35343867;4.08887000;1.23325300
-19.33295867;4.08887000;1.23325300
-19.31247867;4.08887000;1.23325300
-19.29199867;4.08887000;1.23325300
-19.27151867;4.00067100;1.23325300
-19.25103868;4.08887000;1.23325300
-19.23055868;4.08887000;1.23325300
-19.21007868;4.08887000;1.23325300
-19.18959868;4.08887000;1.32175700
-19.16911868;4.08887000;1.32175700
-19.14863868;4.08887000;1.41056500
-19.12815868;4.08887000;1.32175700
-19.10767868;4.08887000;1.41056500
-19.08719868;4.08887000;1.41056500
-19.06671868;4.08887000;1.41056500
-19.04623868;4.08887000;1.41056500
-19.02575868;4.08887000;1.41056500
-19.00527868;4.08887000;1.49937400
-18.98479868;4.08887000;1.49937400
-18.96431868;4.08887000;1.49937400
-18.94383868;4.08887000;1.49937400
-18.92335868;4.08887000;1.58818300
-18.90287868;4.08887000;1.58818300
-18.88239868;4.08887000;1.58818300
-18.86191868;4.08887000;1.58818300
-18.84143868;4.17706800;1.58818300
-18.82095868;4.08887000;1.67668700
-18.80047868;4.08887000;1.67668700
-18.77999868;4.08887000;1.67668700
-18.75951868;4.08887000;1.76549600
-18.73903868;4.08887000;1.76549600
-18.71855868;4.08887000;1.76549600
-18.69807868;4.08887000;1.85430500
-18.67759868;4.08887000;1.85430500
-18.65711868;4.17706800;1.85430500
-18.63663868;4.08887000;1.85430500
-18.61615868;4.17706800;1.94280800
-18.59567868;4.08887000;1.94280800
-18.57519868;4.08887000;1.94280800
-18.55471868;4.08887000;1.94280800
-18.53423868;4.17706800;1.94280800
-18.51375868;4.17706800;2.03161700
-18.49327868;4.08887000;2.03161700
-18.47279868;4.08887000;2.12042600
-18.45231868;4.17706800;2.12042600
-18.43183868;4.17706800;2.12042600
-18.41135868;4.17706800;2.12042600
-18.39087868;4.17706800;2.12042600
-18.37039868;4.17706800;2.20893000
-18.34991868;4.08887000;2.20893000
-18.32943868;4.17706800;2.29773900
-18.30895868;4.17706800;2.29773900
-18.28847868;4.17706800;2.29773900
-18.26799868;4.17706800;2.29773900
-18.24751868;4.08887000;2.29773900
-18.22703868;4.17706800;2.29773900
-18.20655868;4.17706800;2.29773900
-18.18607868;4.17706800;2.38654700
-18.16559868;4.17706800;2.38654700
-18.14511868;4.17706800;2.38654700
-18.12463868;4.17706800;2.47505100
-18.10415868;4.17706800;2.47505100
-18.08367868;4.17706800;2.47505100
-18.06319868;4.17706800;2.47505100
-18.04271868;4.17706800;2.47505100
-18.02223868;4.17706800;2.47505100
-18.00175868;4.17706800;2.47505100
-17.98127868;4.17706800;2.56386000
-17.96079868;4.17706800;2.47505100
-17.94031868;4.17706800;2.56386000
-17.91983868;4.17706800;2.56386000
-17.89935868;4.17706800;2.56386000
-17.87887868;4.17706800;2.56386000
-17.85839868;4.17706800;2.56386000
-17.83791868;4.17706800;2.56386000
-17.81743868;4.17706800;2.65266900
-17.79695868;4.17706800;2.56386000
-17.77647868;4.17706800;2.56386000
-17.75599868;4.17706800;2.65266900
-17.73551868;4.17706800;2.56386000
-17.71503868;4.17706800;2.65266900
-17.69455868;4.17706800;2.56386000
-17.67407868;4.17706800;2.65266900
-17.65359868;4.17706800;2.65266900
-17.63311868;4.17706800;2.65266900
-17.61263869;4.17706800;2.65266900
-17.59215869;4.17706800;2.65266900
-17.57167869;4.17706800;2.65266900
-17.55119869;4.17706800;2.65266900
-17.53071869;4.17706800;2.65266900
-17.51023869;4.17706800;2.65266900
-17.48975869;4.17706800;2.65266900
-17.46927869;4.17706800;2.65266900
-17.44879869;4.17706800;2.65266900
-17.42831869;4.17706800;2.65266900
-17.40783869;4.26526700;2.65266900
-17.38735869;4.17706800;2.56386000
-17.36687869;4.17706800;2.65266900
-17.34639869;4.17706800;2.65266900
-17.32591869;4.26526700;2.56386000
-17.30543869;4.26526700;2.65266900
-17.28495869;4.17706800;2.56386000
-17.26447869;4.17706800;2.65266900
-17.24399869;4.26526700;2.56386000
-17.22351869;4.17706800;2.56386000
-17.20303869;4.26526700;2.56386000
-17.18255869;4.26526700;2.56386000
-17.16207869;4.17706800;2.56386000
-17.14159869;4.17706800;2.56386000
-17.12111869;4.26526700;2.56386000
-17.10063869;4.26526700;2.47505100
-17.08015869;4.26526700;2.47505100
-17.05967869;4.26526700;2.47505100
-17.03919869;4.26526700;2.47505100
-17.01871869;4.26526700;2.47505100
-16.99823869;4.26526700;2.47505100
-16.97775869;4.17706800;2.47505100
-16.95727869;4.26526700;2.47505100
-16.93679869;4.26526700;2.47505100
-16.91631869;4.26526700;2.47505100
-16.89583869;4.26526700;2.38654700
-16.87535869;4.26526700;2.38654700
-16.85487869;4.26526700;2.47505100
-16.83439869;4.26526700;2.38654700
-16.81391869;4.26526700;2.38654700
-16.79343869;4.35346600;2.29773900
-16.77295869;4.35346600;2.29773900
-16.75247869;4.26526700;2.29773900
-16.73199869;4.35346600;2.29773900
-16.71151869;4.35346600;2.29773900
-16.69103869;4.26526700;2.29773900
-16.67055869;4.26526700;2.29773900
-16.65007869;4.35346600;2.29773900
-16.62959869;4.35346600;2.29773900
-16.60911869;4.35346600;2.29773900
